
--- [START Swin] ----------------------------------------------------------------


** dataset setting **
fold = 2
train_dataset : 
	len = 263
                  kidney  78 (0.297) 
                prostate  65 (0.247) 
          largeintestine  44 (0.167) 
                  spleen  43 (0.163) 
                    lung  33 (0.125) 

valid_dataset : 
	len = 88
                  kidney  21 (0.239) 
                prostate  28 (0.318) 
          largeintestine  14 (0.159) 
                  spleen  10 (0.114) 
                    lung  15 (0.170) 


** net setting **
	initial_checkpoint = None

optimizer
  AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 5e-05
    maximize: False
    weight_decay: 0.01
)

** start training here! **
   batch_size = 4 
                     |-------------- VALID---------|---- TRAIN/BATCH ----------------
5.00e-5   00002400*  36.92 | 0.679  0.116  0.0000  0.000   | 0.002  0.002   | 1400.8234107494354 End
5.00e-5   00002500*  38.46 | 0.683  0.107  0.0000  0.000   | 0.002  0.002   | 1458.6532731056213 End
5.00e-5   00002600*  40.00 | 0.669  0.117  0.0000  0.000   | 0.002  0.002   | 1517.2408514022827 End
5.00e-5   00002700*  41.54 | 0.679  0.113  0.0000  0.000   | 0.001  0.001   | 1573.4966366291046 End
5.00e-5   00002800*  43.08 | 0.665  0.111  0.0000  0.000   | 0.001  0.001   | 1632.827406167984 End
5.00e-5   00002900*  44.62 | 0.692  0.116  0.0000  0.000   | 0.002  0.002   | 1690.379386663437 End
5.00e-5   00003000*  46.15 | 0.682  0.106  0.0000  0.000   | 0.002  0.002   | 1752.558618068695 End
5.00e-5   00003100*  47.69 | 0.674  0.108  0.0000  0.000   | 0.001  0.001   | 1811.026188135147 End
5.00e-5   00003200*  49.23 | 0.686  0.111  0.0000  0.000   | 0.002  0.002   | 1871.4937100410461 End
5.00e-5   00003300*  50.77 | 0.681  0.111  0.0000  0.000   | 0.001  0.001   | 1928.7219107151031 End
5.00e-5   00003400*  52.31 | 0.686  0.101  0.0000  0.000   | 0.001  0.001   | 1988.2077662944794 End
5.00e-5   00003500*  53.85 | 0.693  0.105  0.0000  0.000   | 0.001  0.001   | 2044.3619723320007 End
5.00e-5   00003600*  55.38 | 0.624  0.137  0.0000  0.000   | 0.002  0.002   | 2104.7793402671814 End
5.00e-5   00003700*  56.92 | 0.654  0.110  0.0000  0.000   | 0.001  0.001   | 2162.2498993873596 End
5.00e-5   00003800*  58.46 | 0.680  0.105  0.0000  0.000   | 0.001  0.001   | 2223.0572135448456 End
5.00e-5   00003900*  60.00 | 0.690  0.106  0.0000  0.000   | 0.001  0.001   | 2284.5474219322205 End
5.00e-5   00004000*  61.54 | 0.684  0.103  0.0000  0.000   | 0.001  0.002   | 2344.543800354004 End
5.00e-5   00004100*  63.08 | 0.705  0.107  0.0000  0.000   | 0.001  0.001   | 2403.9953298568726 End
5.00e-5   00004200*  64.62 | 0.702  0.108  0.0000  0.000   | 0.001  0.001   | 2461.0671923160553 End
5.00e-5   00004300*  66.15 | 0.696  0.110  0.0000  0.000   | 0.001  0.001   | 2521.808985710144 End
5.00e-5   00004400*  67.69 | 0.695  0.108  0.0000  0.000   | 0.001  0.001   | 2578.6270875930786 End
5.00e-5   00004500*  69.23 | 0.700  0.108  0.0000  0.000   | 0.002  0.002   | 2637.507292985916 End
5.00e-5   00004600*  70.77 | 0.698  0.104  0.0000  0.000   | 0.001  0.001   | 2693.6688089370728 End
5.00e-5   00004700*  72.31 | 0.692  0.099  0.0000  0.000   | 0.001  0.001   | 2752.4485597610474 End
5.00e-5   00004800*  73.85 | 0.697  0.105  0.0000  0.000   | 0.001  0.002   | 2809.947014808655 End
5.00e-5   00004900*  75.38 | 0.714  0.105  0.0000  0.000   | 0.001  0.001   | 2868.8975756168365 End
5.00e-5   00005000*  76.92 | 0.705  0.102  0.0000  0.000   | 0.001  0.001   | 2929.025220632553 End
5.00e-5   00005100*  78.46 | 0.702  0.103  0.0000  0.000   | 0.001  0.001   | 2988.0839371681213 End
5.00e-5   00005200*  80.00 | 0.708  0.102  0.0000  0.000   | 0.001  0.001   | 3048.0899229049683 End
5.00e-5   00005300*  81.54 | 0.707  0.101  0.0000  0.000   | 0.001  0.001   | 3105.450757741928 End
5.00e-5   00005400*  83.08 | 0.713  0.099  0.0000  0.000   | 0.001  0.001   | 3165.130717754364 End
5.00e-5   00005500*  84.62 | 0.710  0.102  0.0000  0.000   | 0.001  0.002   | 3223.42919921875 End
5.00e-5   00005600*  86.15 | 0.707  0.101  0.0000  0.000   | 0.001  0.001   | 3282.6603882312775 End
5.00e-5   00005700*  87.69 | 0.706  0.104  0.0000  0.000   | 0.001  0.001   | 3339.3111481666565 End
5.00e-5   00005800*  89.23 | 0.691  0.103  0.0000  0.000   | 0.001  0.002   | 3398.7197029590607 End
5.00e-5   00005900*  90.77 | 0.711  0.101  0.0000  0.000   | 0.001  0.001   | 3454.810455083847 End
5.00e-5   00006000*  92.31 | 0.716  0.105  0.0000  0.000   | 0.001  0.001   | 3513.8215544223785 End
5.00e-5   00006100*  93.85 | 0.715  0.102  0.0000  0.000   | 0.001  0.001   | 3566.5156886577606 End
5.00e-5   00006200*  95.38 | 0.713  0.101  0.0000  0.000   | 0.001  0.001   | 3621.381462097168 End
5.00e-5   00006300*  96.92 | 0.702  0.108  0.0000  0.000   | 0.001  0.001   | 3673.9816393852234 End
5.00e-5   00006400*  98.46 | 0.710  0.104  0.0000  0.000   | 0.001  0.001   | 3728.6865317821503 End
5.00e-5   00006500* 100.00 | 0.697  0.102  0.0000  0.000   | 0.001  0.002   | 3784.2724866867065 End
5.00e-5   00006600* 101.54 | 0.720  0.103  0.0000  0.000   | 0.001  0.001   | 3837.043353319168 End
5.00e-5   00006700* 103.08 | 0.710  0.104  0.0000  0.000   | 0.001  0.001   | 3891.9873077869415 End
5.00e-5   00006800* 104.62 | 0.709  0.102  0.0000  0.000   | 0.001  0.001   | 3945.06681060791 End
5.00e-5   00006900* 106.15 | 0.709  0.103  0.0000  0.000   | 0.000  0.000   | 3999.8825664520264 End
5.00e-5   00007000* 107.69 | 0.716  0.104  0.0000  0.000   | 0.001  0.001   | 4055.250730752945 End
5.00e-5   00007100* 109.23 | 0.721  0.100  0.0000  0.000   | 0.000  0.001   | 4109.88120675087 End
5.00e-5   00007200* 110.77 | 0.718  0.107  0.0000  0.000   | 0.001  0.001   | 4163.432548761368 End
5.00e-5   00007300* 112.31 | 0.717  0.104  0.0000  0.000   | 0.001  0.001   | 4219.462696790695 End
5.00e-5   00007400* 113.85 | 0.722  0.105  0.0000  0.000   | 0.001  0.001   | 4272.557640314102 End
5.00e-5   00007500* 115.38 | 0.727  0.102  0.0000  0.000   | 0.001  0.001   | 4328.230359792709 End
5.00e-5   00007600* 116.92 | 0.722  0.103  0.0000  0.000   | 0.001  0.001   | 4381.299451112747 End
5.00e-5   00007700* 118.46 | 0.720  0.100  0.0000  0.000   | 0.001  0.001   | 4436.6772673130035 End
5.00e-5   00007800* 120.00 | 0.713  0.102  0.0000  0.000   | 0.001  0.001   | 4492.819133520126 End
5.00e-5   00007900* 121.54 | 0.707  0.102  0.0000  0.000   | 0.001  0.002   | 4546.078514099121 End
5.00e-5   00008000* 123.08 | 0.713  0.097  0.0000  0.000   | 0.001  0.002   | 4604.372721910477 End
5.00e-5   00008100* 124.62 | 0.728  0.099  0.0000  0.000   | 0.001  0.002   | 4657.680767059326 End
5.00e-5   00008200* 126.15 | 0.726  0.105  0.0000  0.000   | 0.000  0.001   | 4713.1942002773285 End
5.00e-5   00008300* 127.69 | 0.717  0.109  0.0000  0.000   | 0.001  0.001   | 4766.681291341782 End
5.00e-5   00008400* 129.23 | 0.687  0.134  0.0000  0.000   | 0.001  0.001   | 4822.502395868301 End
5.00e-5   00008500* 130.77 | 0.717  0.102  0.0000  0.000   | 0.001  0.001   | 4875.796385526657 End
5.00e-5   00008600* 132.31 | 0.725  0.103  0.0000  0.000   | 0.001  0.001   | 4931.370002508163 End
5.00e-5   00008700* 133.85 | 0.733  0.107  0.0000  0.000   | 0.001  0.001   | 4985.076975107193 End
5.00e-5   00008800* 135.38 | 0.720  0.100  0.0000  0.000   | 0.001  0.001   | 5040.852063417435 End
5.00e-5   00008900* 136.92 | 0.729  0.102  0.0000  0.000   | 0.001  0.002   | 5094.033742904663 End
5.00e-5   00009000* 138.46 | 0.721  0.103  0.0000  0.000   | 0.001  0.001   | 5152.027191877365 End
5.00e-5   00009100* 140.00 | 0.717  0.099  0.0000  0.000   | 0.001  0.001   | 5208.20210981369 End
5.00e-5   00009200* 141.54 | 0.725  0.101  0.0000  0.000   | 0.000  0.000   | 5261.244572162628 End
5.00e-5   00009300* 143.08 | 0.720  0.099  0.0000  0.000   | 0.001  0.001   | 5315.865503549576 End
5.00e-5   00009400* 144.62 | 0.711  0.103  0.0000  0.000   | 0.000  0.000   | 5369.173353910446 End
5.00e-5   00009500* 146.15 | 0.725  0.107  0.0000  0.000   | 0.001  0.001   | 5424.519617557526 End
5.00e-5   00009600* 147.69 | 0.712  0.103  0.0000  0.000   | 0.001  0.001   | 5477.227423667908 End
5.00e-5   00009700* 149.23 | 0.723  0.106  0.0000  0.000   | 0.001  0.001   | 5532.274233818054 End
5.00e-5   00009800* 150.77 | 0.721  0.101  0.0000  0.000   | 0.001  0.001   | 5585.252195119858 End
5.00e-5   00009900* 152.31 | 0.723  0.107  0.0000  0.000   | 0.000  0.001   | 5640.312654018402 End
5.00e-5   00010000* 153.85 | 0.731  0.103  0.0000  0.000   | 0.001  0.001   | 5695.473545789719 End
5.00e-5   00010100* 155.38 | 0.725  0.104  0.0000  0.000   | 0.001  0.001   | 5750.0849685668945 End
5.00e-5   00010200* 156.92 | 0.728  0.104  0.0000  0.000   | 0.001  0.001   | 5803.126180410385 End
5.00e-5   00010300* 158.46 | 0.724  0.109  0.0000  0.000   | 0.001  0.001   | 5858.705322742462 End
5.00e-5   00010400* 160.00 | 0.728  0.110  0.0000  0.000   | 0.001  0.001   | 5915.275668621063 End
5.00e-5   00010500* 161.54 | 0.733  0.105  0.0000  0.000   | 0.001  0.001   | 5968.481213569641 End
5.00e-5   00010600* 163.08 | 0.714  0.107  0.0000  0.000   | 0.000  0.000   | 6024.1711349487305 End
5.00e-5   00010700* 164.62 | 0.730  0.106  0.0000  0.000   | 0.001  0.001   | 6077.8137819767 End
5.00e-5   00010800* 166.15 | 0.729  0.108  0.0000  0.000   | 0.001  0.001   | 6133.471488237381 End
5.00e-5   00010900* 167.69 | 0.720  0.110  0.0000  0.000   | 0.000  0.001   | 6187.088379621506 End
5.00e-5   00011000* 169.23 | 0.702  0.121  0.0000  0.000   | 0.001  0.001   | 6244.879666566849 End
5.00e-5   00011100* 170.77 | 0.711  0.105  0.0000  0.000   | 0.001  0.001   | 6298.111057043076 End
5.00e-5   00011200* 172.31 | 0.722  0.106  0.0000  0.000   | 0.000  0.000   | 6353.51527929306 End
5.00e-5   00011300* 173.85 | 0.731  0.097  0.0000  0.000   | 0.001  0.001   | 6406.092825174332 End
5.00e-5   00011400* 175.38 | 0.719  0.102  0.0000  0.000   | 0.001  0.001   | 6461.157271385193 End
5.00e-5   00011500* 176.92 | 0.728  0.102  0.0000  0.000   | 0.001  0.001   | 6514.113151788712 End
5.00e-5   00011600* 178.46 | 0.728  0.104  0.0000  0.000   | 0.000  0.000   | 6569.19241809845 End
5.00e-5   00011700* 180.00 | 0.730  0.108  0.0000  0.000   | 0.001  0.001   | 6625.16174030304 End
5.00e-5   00011800* 181.54 | 0.727  0.105  0.0000  0.000   | 0.001  0.001   | 6678.085937261581 End
5.00e-5   00011900* 183.08 | 0.723  0.106  0.0000  0.000   | 0.000  0.000   | 6733.3956780433655 End
5.00e-5   00012000* 184.62 | 0.729  0.106  0.0000  0.000   | 0.000  0.000   | 6788.501823425293 End

