
--- [START Swin] ----------------------------------------------------------------


** dataset setting **
fold = 3
train_dataset : 
	len = 264
                  kidney  77 (0.292) 
                prostate  70 (0.265) 
          largeintestine  41 (0.155) 
                  spleen  38 (0.144) 
                    lung  38 (0.144) 

valid_dataset : 
	len = 87
                  kidney  22 (0.253) 
                prostate  23 (0.264) 
          largeintestine  17 (0.195) 
                  spleen  15 (0.172) 
                    lung  10 (0.115) 


** net setting **
	initial_checkpoint = None

optimizer
  AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 5e-05
    maximize: False
    weight_decay: 0.01
)

** start training here! **
   batch_size = 4 
                     |-------------- VALID---------|---- TRAIN/BATCH ----------------
5.00e-5   00002400*  36.36 | 0.740  0.102  0.0000  0.000   | 0.001  0.002   | 1392.843204498291 End
5.00e-5   00002500*  37.88 | 0.731  0.104  0.0000  0.000   | 0.001  0.001   | 1448.9077651500702 End
5.00e-5   00002600*  39.39 | 0.731  0.098  0.0000  0.000   | 0.002  0.002   | 1505.0375719070435 End
5.00e-5   00002700*  40.91 | 0.736  0.101  0.0000  0.000   | 0.001  0.001   | 1560.7987701892853 End
5.00e-5   00002800*  42.42 | 0.740  0.093  0.0000  0.000   | 0.001  0.001   | 1620.122570991516 End
5.00e-5   00002900*  43.94 | 0.735  0.093  0.0000  0.000   | 0.001  0.001   | 1676.7119870185852 End
5.00e-5   00003000*  45.45 | 0.742  0.092  0.0000  0.000   | 0.003  0.004   | 1738.3139111995697 End
5.00e-5   00003100*  46.97 | 0.759  0.091  0.0000  0.000   | 0.001  0.001   | 1795.0563433170319 End
5.00e-5   00003200*  48.48 | 0.746  0.096  0.0000  0.000   | 0.001  0.002   | 1854.1443164348602 End
5.00e-5   00003300*  50.00 | 0.697  0.106  0.0000  0.000   | 0.001  0.001   | 1913.7685091495514 End
5.00e-5   00003400*  51.52 | 0.755  0.094  0.0000  0.000   | 0.001  0.001   | 1971.1336581707 End
5.00e-5   00003500*  53.03 | 0.756  0.094  0.0000  0.000   | 0.001  0.001   | 2030.539927482605 End
5.00e-5   00003600*  54.55 | 0.746  0.093  0.0000  0.000   | 0.001  0.001   | 2087.2096230983734 End
5.00e-5   00003700*  56.06 | 0.747  0.092  0.0000  0.000   | 0.001  0.001   | 2145.672953605652 End
5.00e-5   00003800*  57.58 | 0.737  0.094  0.0000  0.000   | 0.001  0.001   | 2202.5820169448853 End
5.00e-5   00003900*  59.09 | 0.757  0.094  0.0000  0.000   | 0.001  0.001   | 2263.0633568763733 End
5.00e-5   00004000*  60.61 | 0.753  0.091  0.0000  0.000   | 0.001  0.001   | 2321.9462220668793 End
5.00e-5   00004100*  62.12 | 0.738  0.093  0.0000  0.000   | 0.003  0.003   | 2380.478977918625 End
5.00e-5   00004200*  63.64 | 0.736  0.092  0.0000  0.000   | 0.001  0.002   | 2437.5167224407196 End
5.00e-5   00004300*  65.15 | 0.742  0.087  0.0000  0.000   | 0.001  0.001   | 2496.4980070590973 End
5.00e-5   00004400*  66.67 | 0.759  0.089  0.0000  0.000   | 0.001  0.001   | 2553.3168618679047 End
5.00e-5   00004500*  68.18 | 0.758  0.089  0.0000  0.000   | 0.001  0.001   | 2614.6762340068817 End
5.00e-5   00004600*  69.70 | 0.755  0.090  0.0000  0.000   | 0.001  0.001   | 2671.8988797664642 End
5.00e-5   00004700*  71.21 | 0.756  0.092  0.0000  0.000   | 0.001  0.001   | 2731.8009853363037 End
5.00e-5   00004800*  72.73 | 0.760  0.090  0.0000  0.000   | 0.001  0.001   | 2788.892326116562 End
5.00e-5   00004900*  74.24 | 0.753  0.092  0.0000  0.000   | 0.001  0.002   | 2848.3637161254883 End
5.00e-5   00005000*  75.76 | 0.766  0.090  0.0000  0.000   | 0.002  0.002   | 2907.6282439231873 End
5.00e-5   00005100*  77.27 | 0.753  0.088  0.0000  0.000   | 0.001  0.001   | 2967.019635915756 End
5.00e-5   00005200*  78.79 | 0.761  0.089  0.0000  0.000   | 0.001  0.001   | 3024.2220125198364 End
5.00e-5   00005300*  80.30 | 0.746  0.093  0.0000  0.000   | 0.001  0.001   | 3083.05726313591 End
5.00e-5   00005400*  81.82 | 0.752  0.093  0.0000  0.000   | 0.001  0.001   | 3140.03178358078 End
5.00e-5   00005500*  83.33 | 0.763  0.094  0.0000  0.000   | 0.001  0.002   | 3199.5054829120636 End
5.00e-5   00005600*  84.85 | 0.757  0.090  0.0000  0.000   | 0.001  0.001   | 3256.052997112274 End
5.00e-5   00005700*  86.36 | 0.759  0.093  0.0000  0.000   | 0.001  0.002   | 3315.3249323368073 End
5.00e-5   00005800*  87.88 | 0.760  0.093  0.0000  0.000   | 0.001  0.001   | 3372.6510417461395 End
5.00e-5   00005900*  89.39 | 0.767  0.088  0.0000  0.000   | 0.001  0.001   | 3432.577210664749 End
5.00e-5   00006000*  90.91 | 0.767  0.088  0.0000  0.000   | 0.001  0.001   | 3492.3904740810394 End
5.00e-5   00006100*  92.42 | 0.753  0.093  0.0000  0.000   | 0.001  0.001   | 3551.6300406455994 End
5.00e-5   00006200*  93.94 | 0.767  0.092  0.0000  0.000   | 0.001  0.001   | 3608.0918509960175 End
5.00e-5   00006300*  95.45 | 0.770  0.092  0.0000  0.000   | 0.001  0.001   | 3667.345255613327 End
5.00e-5   00006400*  96.97 | 0.759  0.098  0.0000  0.000   | 0.001  0.001   | 3724.166799068451 End
5.00e-5   00006500*  98.48 | 0.767  0.093  0.0000  0.000   | 0.001  0.001   | 3782.8761837482452 End
5.00e-5   00006600* 100.00 | 0.758  0.102  0.0000  0.000   | 0.001  0.001   | 3843.2051198482513 End
5.00e-5   00006700* 101.52 | 0.753  0.088  0.0000  0.000   | 0.001  0.001   | 3900.506335258484 End
5.00e-5   00006800* 103.03 | 0.768  0.092  0.0000  0.000   | 0.001  0.001   | 3959.9530720710754 End
5.00e-5   00006900* 104.55 | 0.775  0.093  0.0000  0.000   | 0.001  0.001   | 4016.8452999591827 End
5.00e-5   00007000* 106.06 | 0.771  0.099  0.0000  0.000   | 0.001  0.001   | 4078.3535375595093 End
5.00e-5   00007100* 107.58 | 0.763  0.097  0.0000  0.000   | 0.001  0.001   | 4135.541354417801 End
5.00e-5   00007200* 109.09 | 0.776  0.096  0.0000  0.000   | 0.001  0.001   | 4194.620919704437 End
5.00e-5   00007300* 110.61 | 0.773  0.092  0.0000  0.000   | 0.000  0.001   | 4251.318435907364 End
5.00e-5   00007400* 112.12 | 0.772  0.094  0.0000  0.000   | 0.001  0.001   | 4309.652616262436 End
5.00e-5   00007500* 113.64 | 0.771  0.096  0.0000  0.000   | 0.001  0.001   | 4366.427956342697 End
5.00e-5   00007600* 115.15 | 0.775  0.094  0.0000  0.000   | 0.001  0.002   | 4425.107297897339 End
5.00e-5   00007700* 116.67 | 0.768  0.093  0.0000  0.000   | 0.001  0.001   | 4481.805406093597 End
5.00e-5   00007800* 118.18 | 0.775  0.094  0.0000  0.000   | 0.001  0.001   | 4540.221886396408 End
5.00e-5   00007900* 119.70 | 0.770  0.093  0.0000  0.000   | 0.001  0.001   | 4596.883605957031 End
5.00e-5   00008000* 121.21 | 0.759  0.093  0.0000  0.000   | 0.001  0.001   | 4658.487564563751 End
5.00e-5   00008100* 122.73 | 0.773  0.098  0.0000  0.000   | 0.002  0.002   | 4714.689798593521 End
5.00e-5   00008200* 124.24 | 0.771  0.090  0.0000  0.000   | 0.001  0.002   | 4773.090119123459 End
5.00e-5   00008300* 125.76 | 0.771  0.091  0.0000  0.000   | 0.001  0.001   | 4829.049107313156 End
5.00e-5   00008400* 127.27 | 0.762  0.092  0.0000  0.000   | 0.001  0.001   | 4886.654632806778 End
5.00e-5   00008500* 128.79 | 0.784  0.091  0.0000  0.000   | 0.001  0.001   | 4942.214995145798 End
5.00e-5   00008600* 130.30 | 0.763  0.094  0.0000  0.000   | 0.001  0.001   | 5000.826176404953 End
5.00e-5   00008700* 131.82 | 0.773  0.096  0.0000  0.000   | 0.001  0.001   | 5056.9784252643585 End
5.00e-5   00008800* 133.33 | 0.762  0.095  0.0000  0.000   | 0.003  0.003   | 5115.083719968796 End
5.00e-5   00008900* 134.85 | 0.768  0.089  0.0000  0.000   | 0.001  0.001   | 5171.296487092972 End
5.00e-5   00009000* 136.36 | 0.768  0.092  0.0000  0.000   | 0.001  0.001   | 5231.948540210724 End
5.00e-5   00009100* 137.88 | 0.766  0.099  0.0000  0.000   | 0.001  0.001   | 5288.073536396027 End
5.00e-5   00009200* 139.39 | 0.777  0.095  0.0000  0.000   | 0.001  0.001   | 5346.0440990924835 End
5.00e-5   00009300* 140.91 | 0.773  0.091  0.0000  0.000   | 0.001  0.001   | 5402.679423093796 End
5.00e-5   00009400* 142.42 | 0.771  0.102  0.0000  0.000   | 0.000  0.001   | 5461.182760477066 End
5.00e-5   00009500* 143.94 | 0.776  0.089  0.0000  0.000   | 0.001  0.001   | 5517.3868997097015 End
5.00e-5   00009600* 145.45 | 0.771  0.089  0.0000  0.000   | 0.001  0.001   | 5576.644304513931 End
5.00e-5   00009700* 146.97 | 0.750  0.104  0.0000  0.000   | 0.001  0.001   | 5634.268949270248 End
5.00e-5   00009800* 148.48 | 0.776  0.092  0.0000  0.000   | 0.002  0.002   | 5694.121694564819 End
5.00e-5   00009900* 150.00 | 0.776  0.096  0.0000  0.000   | 0.001  0.001   | 5753.696773052216 End
5.00e-5   00010000* 151.52 | 0.781  0.098  0.0000  0.000   | 0.000  0.001   | 5812.834919214249 End
5.00e-5   00010100* 153.03 | 0.788  0.092  0.0000  0.000   | 0.001  0.001   | 5872.440788269043 End
5.00e-5   00010200* 154.55 | 0.779  0.094  0.0000  0.000   | 0.001  0.001   | 5929.508093118668 End
5.00e-5   00010300* 156.06 | 0.775  0.097  0.0000  0.000   | 0.000  0.000   | 5989.1574602127075 End
5.00e-5   00010400* 157.58 | 0.778  0.096  0.0000  0.000   | 0.000  0.000   | 6045.69514465332 End
5.00e-5   00010500* 159.09 | 0.783  0.096  0.0000  0.000   | 0.001  0.001   | 6104.8504474163055 End
5.00e-5   00010600* 160.61 | 0.773  0.087  0.0000  0.000   | 0.000  0.000   | 6161.742488622665 End
5.00e-5   00010700* 162.12 | 0.774  0.101  0.0000  0.000   | 0.001  0.001   | 6220.1827001571655 End
5.00e-5   00010800* 163.64 | 0.777  0.091  0.0000  0.000   | 0.001  0.001   | 6276.606082439423 End
5.00e-5   00010900* 165.15 | 0.781  0.098  0.0000  0.000   | 0.000  0.000   | 6335.871945381165 End
5.00e-5   00011000* 166.67 | 0.771  0.093  0.0000  0.000   | 0.000  0.000   | 6395.315121650696 End
5.00e-5   00011100* 168.18 | 0.780  0.095  0.0000  0.000   | 0.001  0.001   | 6453.546520471573 End
5.00e-5   00011200* 169.70 | 0.774  0.101  0.0000  0.000   | 0.001  0.001   | 6511.217849493027 End
5.00e-5   00011300* 171.21 | 0.772  0.090  0.0000  0.000   | 0.001  0.001   | 6570.186986684799 End
5.00e-5   00011400* 172.73 | 0.777  0.093  0.0000  0.000   | 0.001  0.001   | 6627.798779249191 End
5.00e-5   00011500* 174.24 | 0.775  0.098  0.0000  0.000   | 0.000  0.000   | 6687.114562988281 End
5.00e-5   00011600* 175.76 | 0.774  0.093  0.0000  0.000   | 0.001  0.001   | 6745.038881063461 End
5.00e-5   00011700* 177.27 | 0.782  0.091  0.0000  0.000   | 0.001  0.001   | 6804.165007352829 End
5.00e-5   00011800* 178.79 | 0.755  0.091  0.0000  0.000   | 0.000  0.000   | 6861.080235481262 End
5.00e-5   00011900* 180.30 | 0.771  0.095  0.0000  0.000   | 0.000  0.000   | 6918.91176366806 End
5.00e-5   00012000* 181.82 | 0.778  0.093  0.0000  0.000   | 0.001  0.001   | 6973.943321466446 End

